country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Saint Lucia,1993,male,35-54 years,5,11725,42.64,Saint Lucia1993,,"574,870,405",4568,Boomers
Saint Lucia,1993,male,25-34 years,2,10951,18.26,Saint Lucia1993,,"574,870,405",4568,Boomers
Saint Lucia,1993,male,55-74 years,1,6955,14.38,Saint Lucia1993,,"574,870,405",4568,Silent
Saint Lucia,1993,female,15-24 years,0,14011,0,Saint Lucia1993,,"574,870,405",4568,Generation X
Saint Lucia,1993,female,25-34 years,0,11591,0,Saint Lucia1993,,"574,870,405",4568,Boomers
Saint Lucia,1993,female,35-54 years,0,11946,0,Saint Lucia1993,,"574,870,405",4568,Boomers
Saint Lucia,1993,female,5-14 years,0,16743,0,Saint Lucia1993,,"574,870,405",4568,Millenials
Saint Lucia,1993,female,55-74 years,0,7403,0,Saint Lucia1993,,"574,870,405",4568,Silent
Saint Lucia,1993,female,75+ years,0,2603,0,Saint Lucia1993,,"574,870,405",4568,G.I. Generation
Saint Lucia,1993,male,15-24 years,0,13501,0,Saint Lucia1993,,"574,870,405",4568,Generation X
Saint Lucia,1993,male,5-14 years,0,16487,0,Saint Lucia1993,,"574,870,405",4568,Millenials
Saint Lucia,1993,male,75+ years,0,1930,0,Saint Lucia1993,,"574,870,405",4568,G.I. Generation
Saint Lucia,1994,male,35-54 years,2,12160,16.45,Saint Lucia1994,,"600,005,564",4704,Boomers
Saint Lucia,1994,male,15-24 years,2,13371,14.96,Saint Lucia1994,,"600,005,564",4704,Generation X
Saint Lucia,1994,female,15-24 years,2,13897,14.39,Saint Lucia1994,,"600,005,564",4704,Generation X
Saint Lucia,1994,female,25-34 years,0,11849,0,Saint Lucia1994,,"600,005,564",4704,Boomers
Saint Lucia,1994,female,35-54 years,0,12434,0,Saint Lucia1994,,"600,005,564",4704,Boomers
Saint Lucia,1994,female,5-14 years,0,16932,0,Saint Lucia1994,,"600,005,564",4704,Millenials
Saint Lucia,1994,female,55-74 years,0,7403,0,Saint Lucia1994,,"600,005,564",4704,Silent
Saint Lucia,1994,female,75+ years,0,2738,0,Saint Lucia1994,,"600,005,564",4704,G.I. Generation
Saint Lucia,1994,male,25-34 years,0,11172,0,Saint Lucia1994,,"600,005,564",4704,Boomers
Saint Lucia,1994,male,5-14 years,0,16577,0,Saint Lucia1994,,"600,005,564",4704,Millenials
Saint Lucia,1994,male,55-74 years,0,6985,0,Saint Lucia1994,,"600,005,564",4704,Silent
Saint Lucia,1994,male,75+ years,0,2039,0,Saint Lucia1994,,"600,005,564",4704,G.I. Generation
Saint Lucia,1995,male,25-34 years,4,11345,35.26,Saint Lucia1995,,"640,449,501",4947,Generation X
Saint Lucia,1995,male,35-54 years,3,12673,23.67,Saint Lucia1995,,"640,449,501",4947,Boomers
Saint Lucia,1995,male,15-24 years,2,13265,15.08,Saint Lucia1995,,"640,449,501",4947,Generation X
Saint Lucia,1995,female,35-54 years,1,12984,7.7,Saint Lucia1995,,"640,449,501",4947,Boomers
Saint Lucia,1995,female,15-24 years,0,13807,0,Saint Lucia1995,,"640,449,501",4947,Generation X
Saint Lucia,1995,female,25-34 years,0,12065,0,Saint Lucia1995,,"640,449,501",4947,Generation X
Saint Lucia,1995,female,5-14 years,0,17137,0,Saint Lucia1995,,"640,449,501",4947,Millenials
Saint Lucia,1995,female,55-74 years,0,7428,0,Saint Lucia1995,,"640,449,501",4947,Silent
Saint Lucia,1995,female,75+ years,0,2867,0,Saint Lucia1995,,"640,449,501",4947,G.I. Generation
Saint Lucia,1995,male,5-14 years,0,16723,0,Saint Lucia1995,,"640,449,501",4947,Millenials
Saint Lucia,1995,male,55-74 years,0,7035,0,Saint Lucia1995,,"640,449,501",4947,Silent
Saint Lucia,1995,male,75+ years,0,2137,0,Saint Lucia1995,,"640,449,501",4947,G.I. Generation
Saint Lucia,1996,male,25-34 years,2,11467,17.44,Saint Lucia1996,,"662,196,185",5031,Generation X
Saint Lucia,1996,male,35-54 years,2,13179,15.18,Saint Lucia1996,,"662,196,185",5031,Boomers
Saint Lucia,1996,male,15-24 years,2,13444,14.88,Saint Lucia1996,,"662,196,185",5031,Generation X
Saint Lucia,1996,female,55-74 years,1,7391,13.53,Saint Lucia1996,,"662,196,185",5031,Silent
Saint Lucia,1996,female,15-24 years,0,13973,0,Saint Lucia1996,,"662,196,185",5031,Generation X
Saint Lucia,1996,female,25-34 years,0,12240,0,Saint Lucia1996,,"662,196,185",5031,Generation X
Saint Lucia,1996,female,35-54 years,0,13551,0,Saint Lucia1996,,"662,196,185",5031,Boomers
Saint Lucia,1996,female,5-14 years,0,17327,0,Saint Lucia1996,,"662,196,185",5031,Millenials
Saint Lucia,1996,female,75+ years,0,2971,0,Saint Lucia1996,,"662,196,185",5031,G.I. Generation
Saint Lucia,1996,male,5-14 years,0,16888,0,Saint Lucia1996,,"662,196,185",5031,Millenials
Saint Lucia,1996,male,55-74 years,0,6966,0,Saint Lucia1996,,"662,196,185",5031,Silent
Saint Lucia,1996,male,75+ years,0,2224,0,Saint Lucia1996,,"662,196,185",5031,G.I. Generation
Saint Lucia,1997,male,75+ years,1,2293,43.61,Saint Lucia1997,,"676,949,594",5053,G.I. Generation
Saint Lucia,1997,male,55-74 years,2,6918,28.91,Saint Lucia1997,,"676,949,594",5053,Silent
Saint Lucia,1997,male,35-54 years,3,13783,21.77,Saint Lucia1997,,"676,949,594",5053,Boomers
Saint Lucia,1997,male,15-24 years,2,13692,14.61,Saint Lucia1997,,"676,949,594",5053,Generation X
Saint Lucia,1997,male,25-34 years,1,11568,8.64,Saint Lucia1997,,"676,949,594",5053,Generation X
Saint Lucia,1997,female,15-24 years,0,14193,0,Saint Lucia1997,,"676,949,594",5053,Generation X
Saint Lucia,1997,female,25-34 years,0,12385,0,Saint Lucia1997,,"676,949,594",5053,Generation X
Saint Lucia,1997,female,35-54 years,0,14183,0,Saint Lucia1997,,"676,949,594",5053,Boomers
Saint Lucia,1997,female,5-14 years,0,17456,0,Saint Lucia1997,,"676,949,594",5053,Millenials
Saint Lucia,1997,female,55-74 years,0,7376,0,Saint Lucia1997,,"676,949,594",5053,Silent
Saint Lucia,1997,female,75+ years,0,3067,0,Saint Lucia1997,,"676,949,594",5053,G.I. Generation
Saint Lucia,1997,male,5-14 years,0,17053,0,Saint Lucia1997,,"676,949,594",5053,Millenials
Saint Lucia,1998,male,75+ years,1,2345,42.64,Saint Lucia1998,,"737,554,872",5407,G.I. Generation
Saint Lucia,1998,female,75+ years,1,3134,31.91,Saint Lucia1998,,"737,554,872",5407,G.I. Generation
Saint Lucia,1998,male,25-34 years,2,11650,17.17,Saint Lucia1998,,"737,554,872",5407,Generation X
Saint Lucia,1998,male,35-54 years,2,14443,13.85,Saint Lucia1998,,"737,554,872",5407,Boomers
Saint Lucia,1998,female,35-54 years,2,14857,13.46,Saint Lucia1998,,"737,554,872",5407,Boomers
Saint Lucia,1998,female,15-24 years,0,14463,0,Saint Lucia1998,,"737,554,872",5407,Generation X
Saint Lucia,1998,female,25-34 years,0,12506,0,Saint Lucia1998,,"737,554,872",5407,Generation X
Saint Lucia,1998,female,5-14 years,0,17514,0,Saint Lucia1998,,"737,554,872",5407,Millenials
Saint Lucia,1998,female,55-74 years,0,7399,0,Saint Lucia1998,,"737,554,872",5407,Silent
Saint Lucia,1998,male,15-24 years,0,13997,0,Saint Lucia1998,,"737,554,872",5407,Generation X
Saint Lucia,1998,male,5-14 years,0,17192,0,Saint Lucia1998,,"737,554,872",5407,Millenials
Saint Lucia,1998,male,55-74 years,0,6900,0,Saint Lucia1998,,"737,554,872",5407,Silent
Saint Lucia,1999,male,55-74 years,2,6904,28.97,Saint Lucia1999,,"775,934,813",5590,Silent
Saint Lucia,1999,male,25-34 years,3,11720,25.6,Saint Lucia1999,,"775,934,813",5590,Generation X
Saint Lucia,1999,male,15-24 years,1,14330,6.98,Saint Lucia1999,,"775,934,813",5590,Generation X
Saint Lucia,1999,female,15-24 years,1,14777,6.77,Saint Lucia1999,,"775,934,813",5590,Generation X
Saint Lucia,1999,male,35-54 years,1,15112,6.62,Saint Lucia1999,,"775,934,813",5590,Boomers
Saint Lucia,1999,female,25-34 years,0,12606,0,Saint Lucia1999,,"775,934,813",5590,Generation X
Saint Lucia,1999,female,35-54 years,0,15542,0,Saint Lucia1999,,"775,934,813",5590,Boomers
Saint Lucia,1999,female,5-14 years,0,17512,0,Saint Lucia1999,,"775,934,813",5590,Millenials
Saint Lucia,1999,female,55-74 years,0,7454,0,Saint Lucia1999,,"775,934,813",5590,Silent
Saint Lucia,1999,female,75+ years,0,3184,0,Saint Lucia1999,,"775,934,813",5590,G.I. Generation
Saint Lucia,1999,male,5-14 years,0,17291,0,Saint Lucia1999,,"775,934,813",5590,Millenials
Saint Lucia,1999,male,75+ years,0,2381,0,Saint Lucia1999,,"775,934,813",5590,G.I. Generation
Saint Lucia,2000,male,75+ years,2,2398,83.4,Saint Lucia2000,0.683,"784,159,229",5557,G.I. Generation
Saint Lucia,2000,male,55-74 years,3,6940,43.23,Saint Lucia2000,0.683,"784,159,229",5557,Silent
Saint Lucia,2000,male,25-34 years,3,11783,25.46,Saint Lucia2000,0.683,"784,159,229",5557,Generation X
Saint Lucia,2000,female,55-74 years,1,7546,13.25,Saint Lucia2000,0.683,"784,159,229",5557,Silent
Saint Lucia,2000,male,35-54 years,2,15752,12.7,Saint Lucia2000,0.683,"784,159,229",5557,Boomers
Saint Lucia,2000,female,25-34 years,1,12690,7.88,Saint Lucia2000,0.683,"784,159,229",5557,Generation X
Saint Lucia,2000,female,35-54 years,1,16209,6.17,Saint Lucia2000,0.683,"784,159,229",5557,Boomers
Saint Lucia,2000,male,5-14 years,1,17324,5.77,Saint Lucia2000,0.683,"784,159,229",5557,Millenials
Saint Lucia,2000,female,15-24 years,0,15127,0,Saint Lucia2000,0.683,"784,159,229",5557,Generation X
Saint Lucia,2000,female,5-14 years,0,17444,0,Saint Lucia2000,0.683,"784,159,229",5557,Millenials
Saint Lucia,2000,female,75+ years,0,3209,0,Saint Lucia2000,0.683,"784,159,229",5557,G.I. Generation
Saint Lucia,2000,male,15-24 years,0,14678,0,Saint Lucia2000,0.683,"784,159,229",5557,Generation X
Saint Lucia,2001,male,25-34 years,3,11897,25.22,Saint Lucia2001,,"743,808,076",5195,Generation X
Saint Lucia,2001,male,55-74 years,1,6930,14.43,Saint Lucia2001,,"743,808,076",5195,Silent
Saint Lucia,2001,male,15-24 years,2,15031,13.31,Saint Lucia2001,,"743,808,076",5195,Millenials
Saint Lucia,2001,male,35-54 years,1,16328,6.12,Saint Lucia2001,,"743,808,076",5195,Boomers
Saint Lucia,2001,female,15-24 years,0,15489,0,Saint Lucia2001,,"743,808,076",5195,Millenials
Saint Lucia,2001,female,25-34 years,0,12789,0,Saint Lucia2001,,"743,808,076",5195,Generation X
Saint Lucia,2001,female,35-54 years,0,16825,0,Saint Lucia2001,,"743,808,076",5195,Boomers
Saint Lucia,2001,female,5-14 years,0,17304,0,Saint Lucia2001,,"743,808,076",5195,Millenials
Saint Lucia,2001,female,55-74 years,0,7625,0,Saint Lucia2001,,"743,808,076",5195,Silent
Saint Lucia,2001,female,75+ years,0,3227,0,Saint Lucia2001,,"743,808,076",5195,Silent
Saint Lucia,2001,male,5-14 years,0,17284,0,Saint Lucia2001,,"743,808,076",5195,Millenials
Saint Lucia,2001,male,75+ years,0,2437,0,Saint Lucia2001,,"743,808,076",5195,Silent
Saint Lucia,2002,male,75+ years,2,2451,81.6,Saint Lucia2002,,"748,346,606",5155,Silent
Saint Lucia,2002,female,75+ years,1,3217,31.08,Saint Lucia2002,,"748,346,606",5155,Silent
Saint Lucia,2002,male,25-34 years,2,12017,16.64,Saint Lucia2002,,"748,346,606",5155,Generation X
Saint Lucia,2002,male,55-74 years,1,6972,14.34,Saint Lucia2002,,"748,346,606",5155,Silent
Saint Lucia,2002,male,15-24 years,2,15388,13,Saint Lucia2002,,"748,346,606",5155,Millenials
Saint Lucia,2002,female,55-74 years,1,7756,12.89,Saint Lucia2002,,"748,346,606",5155,Silent
Saint Lucia,2002,female,15-24 years,1,15885,6.3,Saint Lucia2002,,"748,346,606",5155,Millenials
Saint Lucia,2002,male,35-54 years,1,16874,5.93,Saint Lucia2002,,"748,346,606",5155,Boomers
Saint Lucia,2002,female,35-54 years,1,17427,5.74,Saint Lucia2002,,"748,346,606",5155,Boomers
Saint Lucia,2002,female,25-34 years,0,12889,0,Saint Lucia2002,,"748,346,606",5155,Generation X
Saint Lucia,2002,female,5-14 years,0,17117,0,Saint Lucia2002,,"748,346,606",5155,Millenials
Saint Lucia,2002,male,5-14 years,0,17175,0,Saint Lucia2002,,"748,346,606",5155,Millenials
Saint Lucia,2003,male,75+ years,1,2427,41.2,Saint Lucia2003,,"823,837,141",5599,Silent
Saint Lucia,2003,female,75+ years,1,3171,31.54,Saint Lucia2003,,"823,837,141",5599,Silent
Saint Lucia,2003,male,25-34 years,2,12157,16.45,Saint Lucia2003,,"823,837,141",5599,Generation X
Saint Lucia,2003,male,55-74 years,1,7068,14.15,Saint Lucia2003,,"823,837,141",5599,Silent
Saint Lucia,2003,female,15-24 years,2,16282,12.28,Saint Lucia2003,,"823,837,141",5599,Millenials
Saint Lucia,2003,male,15-24 years,1,15746,6.35,Saint Lucia2003,,"823,837,141",5599,Millenials
Saint Lucia,2003,male,35-54 years,1,17412,5.74,Saint Lucia2003,,"823,837,141",5599,Boomers
Saint Lucia,2003,female,35-54 years,1,18027,5.55,Saint Lucia2003,,"823,837,141",5599,Boomers
Saint Lucia,2003,female,25-34 years,0,13004,0,Saint Lucia2003,,"823,837,141",5599,Generation X
Saint Lucia,2003,female,5-14 years,0,16898,0,Saint Lucia2003,,"823,837,141",5599,Millenials
Saint Lucia,2003,female,55-74 years,0,7937,0,Saint Lucia2003,,"823,837,141",5599,Silent
Saint Lucia,2003,male,5-14 years,0,16998,0,Saint Lucia2003,,"823,837,141",5599,Millenials
Saint Lucia,2004,male,55-74 years,2,7220,27.7,Saint Lucia2004,,"893,107,211",5989,Silent
Saint Lucia,2004,male,35-54 years,4,17965,22.27,Saint Lucia2004,,"893,107,211",5989,Boomers
Saint Lucia,2004,male,25-34 years,2,12342,16.2,Saint Lucia2004,,"893,107,211",5989,Generation X
Saint Lucia,2004,female,15-24 years,0,16645,0,Saint Lucia2004,,"893,107,211",5989,Millenials
Saint Lucia,2004,female,25-34 years,0,13158,0,Saint Lucia2004,,"893,107,211",5989,Generation X
Saint Lucia,2004,female,35-54 years,0,18642,0,Saint Lucia2004,,"893,107,211",5989,Boomers
Saint Lucia,2004,female,5-14 years,0,16645,0,Saint Lucia2004,,"893,107,211",5989,Millenials
Saint Lucia,2004,female,55-74 years,0,8141,0,Saint Lucia2004,,"893,107,211",5989,Silent
Saint Lucia,2004,female,75+ years,0,3117,0,Saint Lucia2004,,"893,107,211",5989,Silent
Saint Lucia,2004,male,15-24 years,0,16100,0,Saint Lucia2004,,"893,107,211",5989,Millenials
Saint Lucia,2004,male,5-14 years,0,16765,0,Saint Lucia2004,,"893,107,211",5989,Millenials
Saint Lucia,2004,male,75+ years,0,2381,0,Saint Lucia2004,,"893,107,211",5989,Silent
Saint Lucia,2005,male,35-54 years,2,18544,10.79,Saint Lucia2005,0.691,"951,207,366",6292,Boomers
Saint Lucia,2005,male,25-34 years,1,12581,7.95,Saint Lucia2005,0.691,"951,207,366",6292,Generation X
Saint Lucia,2005,male,15-24 years,1,16438,6.08,Saint Lucia2005,0.691,"951,207,366",6292,Millenials
Saint Lucia,2005,female,15-24 years,0,16946,0,Saint Lucia2005,0.691,"951,207,366",6292,Millenials
Saint Lucia,2005,female,25-34 years,0,13364,0,Saint Lucia2005,0.691,"951,207,366",6292,Generation X
Saint Lucia,2005,female,35-54 years,0,19296,0,Saint Lucia2005,0.691,"951,207,366",6292,Boomers
Saint Lucia,2005,female,5-14 years,0,16357,0,Saint Lucia2005,0.691,"951,207,366",6292,Millenials
Saint Lucia,2005,female,55-74 years,0,8353,0,Saint Lucia2005,0.691,"951,207,366",6292,Silent
Saint Lucia,2005,female,75+ years,0,3072,0,Saint Lucia2005,0.691,"951,207,366",6292,Silent
Saint Lucia,2005,male,5-14 years,0,16477,0,Saint Lucia2005,0.691,"951,207,366",6292,Millenials
Saint Lucia,2005,male,55-74 years,0,7412,0,Saint Lucia2005,0.691,"951,207,366",6292,Silent
Saint Lucia,2005,male,75+ years,0,2329,0,Saint Lucia2005,0.691,"951,207,366",6292,Silent
Saint Lucia,2006,male,55-74 years,1,7889,12.68,Saint Lucia2006,,"1,134,193,630",7391,Silent
Saint Lucia,2006,male,35-54 years,1,19427,5.15,Saint Lucia2006,,"1,134,193,630",7391,Boomers
Saint Lucia,2006,female,15-24 years,0,16697,0,Saint Lucia2006,,"1,134,193,630",7391,Millenials
Saint Lucia,2006,female,25-34 years,0,13567,0,Saint Lucia2006,,"1,134,193,630",7391,Generation X
Saint Lucia,2006,female,35-54 years,0,20254,0,Saint Lucia2006,,"1,134,193,630",7391,Boomers
Saint Lucia,2006,female,5-14 years,0,16046,0,Saint Lucia2006,,"1,134,193,630",7391,Millenials
Saint Lucia,2006,female,55-74 years,0,8775,0,Saint Lucia2006,,"1,134,193,630",7391,Silent
Saint Lucia,2006,female,75+ years,0,3200,0,Saint Lucia2006,,"1,134,193,630",7391,Silent
Saint Lucia,2006,male,15-24 years,0,16212,0,Saint Lucia2006,,"1,134,193,630",7391,Millenials
Saint Lucia,2006,male,25-34 years,0,12829,0,Saint Lucia2006,,"1,134,193,630",7391,Generation X
Saint Lucia,2006,male,5-14 years,0,16150,0,Saint Lucia2006,,"1,134,193,630",7391,Millenials
Saint Lucia,2006,male,75+ years,0,2414,0,Saint Lucia2006,,"1,134,193,630",7391,Silent
Saint Lucia,2008,female,15-24 years,0,16103,0,Saint Lucia2008,,"1,282,215,407",8122,Millenials
Saint Lucia,2008,female,25-34 years,0,13877,0,Saint Lucia2008,,"1,282,215,407",8122,Generation X
Saint Lucia,2008,female,35-54 years,0,22170,0,Saint Lucia2008,,"1,282,215,407",8122,Boomers
Saint Lucia,2008,female,5-14 years,0,15326,0,Saint Lucia2008,,"1,282,215,407",8122,Generation Z
Saint Lucia,2008,female,55-74 years,0,9683,0,Saint Lucia2008,,"1,282,215,407",8122,Silent
Saint Lucia,2008,female,75+ years,0,3511,0,Saint Lucia2008,,"1,282,215,407",8122,Silent
Saint Lucia,2008,male,15-24 years,0,15783,0,Saint Lucia2008,,"1,282,215,407",8122,Millenials
Saint Lucia,2008,male,25-34 years,0,13242,0,Saint Lucia2008,,"1,282,215,407",8122,Generation X
Saint Lucia,2008,male,35-54 years,0,21171,0,Saint Lucia2008,,"1,282,215,407",8122,Boomers
Saint Lucia,2008,male,5-14 years,0,15412,0,Saint Lucia2008,,"1,282,215,407",8122,Generation Z
Saint Lucia,2008,male,55-74 years,0,8987,0,Saint Lucia2008,,"1,282,215,407",8122,Silent
Saint Lucia,2008,male,75+ years,0,2611,0,Saint Lucia2008,,"1,282,215,407",8122,Silent
Saint Lucia,2009,male,35-54 years,6,21964,27.32,Saint Lucia2009,,"1,262,973,407",7902,Boomers
Saint Lucia,2009,male,55-74 years,2,9605,20.82,Saint Lucia2009,,"1,262,973,407",7902,Silent
Saint Lucia,2009,male,15-24 years,3,15639,19.18,Saint Lucia2009,,"1,262,973,407",7902,Millenials
Saint Lucia,2009,male,25-34 years,2,13332,15,Saint Lucia2009,,"1,262,973,407",7902,Generation X
Saint Lucia,2009,female,15-24 years,0,15855,0,Saint Lucia2009,,"1,262,973,407",7902,Millenials
Saint Lucia,2009,female,25-34 years,0,13937,0,Saint Lucia2009,,"1,262,973,407",7902,Generation X
Saint Lucia,2009,female,35-54 years,0,23037,0,Saint Lucia2009,,"1,262,973,407",7902,Boomers
Saint Lucia,2009,female,5-14 years,0,14879,0,Saint Lucia2009,,"1,262,973,407",7902,Generation Z
Saint Lucia,2009,female,55-74 years,0,10217,0,Saint Lucia2009,,"1,262,973,407",7902,Silent
Saint Lucia,2009,female,75+ years,0,3676,0,Saint Lucia2009,,"1,262,973,407",7902,Silent
Saint Lucia,2009,male,5-14 years,0,14963,0,Saint Lucia2009,,"1,262,973,407",7902,Generation Z
Saint Lucia,2009,male,75+ years,0,2716,0,Saint Lucia2009,,"1,262,973,407",7902,Silent
Saint Lucia,2010,male,55-74 years,2,10246,19.52,Saint Lucia2010,0.73,"1,381,968,259",8557,Silent
Saint Lucia,2010,female,15-24 years,1,15678,6.38,Saint Lucia2010,0.73,"1,381,968,259",8557,Millenials
Saint Lucia,2010,male,35-54 years,1,22681,4.41,Saint Lucia2010,0.73,"1,381,968,259",8557,Generation X
Saint Lucia,2010,female,25-34 years,0,13885,0,Saint Lucia2010,0.73,"1,381,968,259",8557,Generation X
Saint Lucia,2010,female,35-54 years,0,23787,0,Saint Lucia2010,0.73,"1,381,968,259",8557,Generation X
Saint Lucia,2010,female,5-14 years,0,14411,0,Saint Lucia2010,0.73,"1,381,968,259",8557,Generation Z
Saint Lucia,2010,female,55-74 years,0,10814,0,Saint Lucia2010,0.73,"1,381,968,259",8557,Silent
